author,posted_on,comment,text
"Carmen of Boynton Beach, AL",5/27/2015,,We have a $300 cable bill and called to lower it. I spent over an hour on the phone with them (after waiting on hold for 20 minutes). I finally agreed to a $99.00 double play. TV and internet. We got rid of the landline. We got our bill but no change! I called them to find out what happened and the billing lady says there was a mistake made and I have to go back to the sales team. I was fuming! On hold again for 20 minutes! They wouldn't honor the agreement!! I asked to talk to management and she said the only thing they could do is email the manager and she said she would make sure she called today. It never happened! They never called. The worst customer service ever!
"Kate of Bonita Springs, FL",5/27/2015,,"Comcast created a new account for us when we moved from one house to another. In the process, they deleted our old email addresses and have been unable to restore them. Starting on May 18, we have been calling and asking for this to be corrected. We keep being told that it will be taken care of, and that someone from the ""tier 2 email department"" will call us to confirm. This never happens, we've called repeatedly, and now, nine days later, we're on hold once more, being told we will be called within 7-10 business days, not the original 72 hours promised. There is never the opportunity to talk to anyone that can actually perform the action required. Horrible, horrible customer service."
"K. M. of Lake Orion, MI",5/27/2015,,"The cable running from the pole to our house shorted and was literally melting the sheathing of from where it connects. Obviously too hot to touch so used a pair of pliers to pull it from the house. Called in to Comcast and after being rerouted for 45 minutes, we finally get to a human being and explain the issue. They were very polite and state that they will schedule an emergency technician to come to investigate. Hours later and nobody shows up, so we call back and explain the situation to the next support rep. After another hour on the phone, they apologize and say that they promise to get someone out here asap. Additional hours pass and still no technician.. I call back in and this time demand to talk to a manager, who provides the same empty promises, and still no technician. This company has the worst customer service that I have ever experienced and I assume it is due to the fact that they are the only option in the area.... It is a monopoly... Someone needs to give them competition and then maybe they will understand that customer service should be a priority"
"Hyu of Baltimore, MD",5/28/2015,,"I had no problem while I was using the service. The problem started when I closed the account, because of inter-state move. When I closed the account and went to the service center to return the equipment, they asked me for a switch that I've never received. They charged me around $40 (don't remember the exact amount) which made me really angry. I demanded to talk to a manager who was not helpful at all. I ended up paying and forgot about it.A couple of years later, when I applied for a loan, the loan officer came up to me and told me that there was an unpaid bill to Comcast which went to collection agency. Seriously? Before I close my account, I made sure that there's no bill to pay and they let me close the account which I believe because they didn't have any problem with that. I did not get a single notice or explanation and honestly I think this is one of their business models - ripping off the customer for no reason. I will never ever use Comcast again. This is the largest scam company."
"Charlie of Happy Valley, OR",5/28/2015,,"Comcast is so terribly hard to get through and when you are able to spend the 5 minutes on the phone tree, they are not able to resolve the issue. My internet is drops and I am bumped offline and unable to use my smart tv or the cable in my house at random times. My laptop has to be hardwired into my printer to work..it is unbelievable. Frontier is at my office and if I do have a problem, they are easy to get a hold of and make it a priority to solve the issue if I have one..."
"joann of Broomfield, CO",5/28/2015,,"On May 14th Comcast cut a main wire that left us without cable or internet for a full day. Wasn't fixed till the following morning. Spoke to them that day and they ASSURED me I would be credited for that day. Got my bill, no surprise I was not credited. Had to call and they acted like they didn't know what I was talking about. I know what happened because it was on the news that they accidentally cut a main fiber wire. So the person I spoke with that day was just bs'ing me. REALLY COMCAST, are you that desperate to rob people? There were thousands of people without service that day, how much money did they make off thousands of people not having service that day? And why would you not credit the people for your screwup?"
"Mr. of Antioch, CA",5/28/2015,,"Tried five time to activate 2 new units. Only 1 has worked since 5-15-2015. Had to go to Brentwood, CA office. Told **, fat black female with attitude about lack of 3rd unit working. Was asked irrelevant question about HDMI as 4 TV's don't have HDMI & other equipment converts 480/720 signals to 1080. 6 TV's receive HDMI over the air. ** said info needed to solve problem. Quest is irrelevant unless extra services to be sold to get commission. Was told problem of 3rd unit solved. At home and 3rd unit problem is NOT SOLVED as of 12:03, 3rd unit still blinking. Complaint to be filed with CA consumer Affairs and FCC."
"Lindsey of Tallahassee, FL",5/28/2015,,"I called Comcast today in need of my businesses Static IP Address. I was connected to someone who requested my account number which I did not have so he took my business phone number and wanted to connect me with someone higher up since I couldn't provide the needed account info. As I was waiting to be connected the call failed so I called back. I was then connected with someone and told them the situation, the were so EXTREMELY rude...I was amazed at how rude someone could be so I politely asked to speak with a supervisor or manager which he denied my request 3 different times. Then told me that I was out of luck because I couldn't give him my account number. Then he told me that the first person I spoke to would be fired for giving me the Static IP Address, which he did not do...obviously I was calling back to get it. I told him that he wasn't and that he was just transferring me to someone who could help and he responded with ""well, that would be ME! And I am NOT giving you that information and I will NOT help you any more!!"" He was almost yelling.....How can someone like that work with customer service? If I had control over the office account I would not be using Comcast anymore...Nor will I use them for my home. I understand needing proper information but I do not expect to be treated in the way that I was."
"Vishwanath of San Jose, CA",5/28/2015,,"Based on the technical support recommendation I have upgrade to phone service on 03/28. I told to the rep that I am using Vonage and paying $25, he said for $18 you can add voice. I checked with the technical support, ""can I call to India?"" The answer was yes and he explained when you download the app and you are calling through internet, Comcast will not charge. Later last month before activating, I checked with the Billing representative and he said download ""XFINITY Connect"" and you can use this like Skype calling for which there is no charges. Now they have charged $261 for voice. Great injustice. I spoke to the Billing manager and he is not ready to listen to the past conversation I had with the rep. Begin the customer for 4.5 yrs. Comcast billing & technical rep has provided the wrong info for which client has to suffer. If the concerned person review the conversation I had and remove the $261, it will be appreciated."
"Donald of Covington, WA",5/29/2015,,"In April, 2014 I signed up with a Comcast door-to-door agent to replace my DirecTV with a Comcast Quad package which included TV, Internet, Telephone, and Home Security. In the contract the monthly charge was $128.95 for the 1st year, $149.94 for the 2nd yr. and $189.90 for yr. 3 and on. After about 5 months I noticed my credit card charge was already over $180 per month. After no resolution with Comcast, I contacted the WA State Attorney Generals office who then contacted Comcast with my complaint. After some discussions with a Comcast agent I was told I was actually being undercharged. I found out on my most recent bill I am now being charged $232 per month. Although I have been reasonably satisfied with the 4 services I signed up for, I am totally dissatisfied with this change in my monthly cost, and am now trying to find out how much I will be charged to cancel these 4 services."
"Diane of Snellville, GA",5/29/2015,,The internet service and phone service frequently went out. I requested help and was told a technician would come out and there would be no charge. It was discovered that the initial was incorrect and that we had a very poor signal due to a reversal of equipment that was placed in the box on the outside of our home. It was fixed on the second visit by the technician. Comcast charged $70 for a technical call and refused to reverse the charge until I called to cancel the service.
"Josh of Cupertino, CA",5/29/2015,,"You have to haggle to get the right billing. They can add random charges to your bill, such as ""HD fee"". Rude customer service. If there are 4 people, all 4 living in the same area, having the same package and same start date; they would still get different billing. It all depends on which rep you talk to or how good you are at haggling. People are being too generous here with the ""one star"" rating. This company deserves a 0 and public humiliation."
"Deborah of Philadelphia, PA",5/29/2015,,"I have been a Comcast customer since before they were Comcast. I moved into my apartment in Feb. of this year and after a week or so, ordered cable. It was fine so we decided to bundle for the $89.99 advertised price. We were told that the price didn't apply to us. Since then we have had trouble with the internet on several occasions. We were promised free HBO for our troubles as you know when I tried it was not available. Comcast acted like they knew nothing about it and like I was trying to add steal something from them. I am so done with Comcast. Looking for a new company asap."
"Chris of Oak Forest, IL",5/29/2015,,"Had Comcast (""CrookCast"") installed on 5/14/15... looked at my online acct. and it states that I am past due (just had this service for a few days..) then I get a bill a week later stating that we are about 3 hundred some odd days late and $150.00 needs to be paid immediately. WHAT! I just had this for about a week.. LATE! The nightmare has begun....5/16/15 - Called customer rep. and a supposed resolution specialist. I was told they will escalate this and have it resolved. I explained past due is not mine and needs to be credited. I am assured that they will take care and call me back today. 5/17 - Called back - never got call back yesterday.. so I called back and csr states that past due bill is from 2002 and 2010 - call disconnected.. ARGGGGG! Called back talked to csr and then transferred to billing person and they seemed helpful and put a trouble ticket in for issue. Gave me a ticket # and sounded legit.5/22 - Did not hear from anyone so I decided to call back - call disconnected.. ARGGGG! Called back and talked to csr that states ticket closed with no resolution..(WTF!.. said to self.) Oh I forgot to mention that the technician that came out on 5/14 took one of the digital adapters that belonged to my previous cable\ internet provider. (Why the hell would they do this! It did not even belong to Comcast.) I talked with csr and they seemed that they would take care of this. States not able to credit all today but should be credited by 5/27. Csr was very helpful and states will follow up on equipment that was taken as well. Csr even gave me an extension where they can be reached and specific 855 phone # to call as well.5/29 - Called back and talked csr - States only refunded $100.00 as of 5/26 - Explained try reach rep. at ext. - Csr states she in FL (Explained that rep from prev. was in SC) - Csr states she try to help... After several holds and csr reading notes on my acct. rep came back online and states that did I know that was being billed in ""advance"". Explained to rep. to explain the difference in issue of ""past due"" and ""billing in advance."" (I knew that this issue was a lot for csr to handle as they are not the one who handled initially (rep in SC)). So I asked for supervisor... CALL DISCONNECTED!"
"Ron of Bellingham, WA",5/30/2015,,We moved on Tuesday and finally got through to a technician who understood Comcast's system requirements on Friday afternoon. We spoke with four people who could not help us get the phone and TV working. All that was required was confirming we had moved but nobody seemed to know that we had to confirm the move to get activated. Very poor training of staff and extremely frustrating when you are moving to a new address. The last woman we spoke with did understand what was wrong. It just took a few days to find the right employee.
"angela of Pontiac, MI",5/30/2015,,"Comcast customer service is a joke. I have been calling them for over a week. I've been placed on hold each time only to be disconnected, and when you finally get someone, they all tell several different lies. I'm so frustrated and disappointed with their tacky services."
"Susan of Forked River, NJ",5/30/2015,,"I have put up with Comcast for over 17 years. I went into Comcast after they took over Adelphia. The Comcast techs and customer service just continue to get worse and worse. My combined bill each month for phone, internet, and tv was over $200.00. Do you think they would value a high paying customer? My phone, internet, and tv all started acting up and I woke up to find none of them working. After speaking to a different customer service person for each device and getting frustrated to the max with each one's ineptness.. I finally asked for someone to come to my home. They made an appt for the next day between 1-3. They called and said he was running late and would it be okay if he came at 4pm. It got to be 6pm and still no tech or call from Comcast. At 7pm, being very frustrated at sitting here all day waiting for service, I rescheduled again for the next day at 8-12 noon. Again, no show by the tech person even after I confirmed at 10am that someone was still honoring this appt. I must have talked to seven different customer service people over these two days. They keep saying they are sorry but never follow through... you keep getting passed over from one person to the next without anyone taking care of you. At 1pm yesterday, after realizing once again that I was being stood up... I decided to leave Comcast after many many years of poor treatment from them. I am having DirecTV installed and using Verizon phone and Internet. While I have heard stories about these companies too.... nothing can be as horrible as Comcast... Whoever is the head of the company needs to go! They need to drastically fix the frontline here meaning those individuals dealing with public. I have enjoyed Comcast TV but honestly, I just can't deal with being treated like a piece of crap especially with the amount of money that I am billed each month by them...it is really too bad that they have monopoly on cable, phone, and internet in my area. I need the internet to work from home..and I need to be treat with respect. I waited and waited but my time is obvious not important to them..."
"Deanna of Townsend, TN",5/30/2015,,"I researched for Comcast on the internet and then called Comcast to speak to a representative. I told her the services I wanted and ask what Comcast had to offer in my area as a new customer. I was given a bundle package for television and internet for $79.99 a month, with the total monthly fee of $103.00 after taxes & fees were added with a 2-year agreement. I was also to receive a $250.00 Visa gift card as a bonus for signing up for the bundle deal. I agreed to allow Comcast to become my service provider based on this agreement. The Comcast representative emailed me a very detailed summary showing all services I would receive and a breakdown of all monthly charges. Based on this information, I allowed their equipment to be installed in my home. After the installation, I asked the installer about how I would receive my first bill and my Visa gift card. He was clueless but said I should just call 1 800 Comcast. I called and spoke to another Comcast representative who told me not to worry, I would receive my first bill in the mail in a few days. Almost two weeks later, I received a bill for over $136.00 instead of the $103.00 that I had in writing. I checked the bill carefully to see if it was extra charges for more the one month, it was NOT. I called Comcast yet again and explained my experience in great detail. I was asked to forward them my email with my offer which I did while on the phone with them. I was told that it would be no problem to change my bill to the price I was offered, they were just having difficulty adjusting the account and would take care of it within 24 hours. I was called back later that day and told that they would NOT honor the agreement that they made with me because their representative was using outdated equipment and gave me a package that no longer existed. I spent quite some time on the phone with Comcast, including speaking to supervisors. I was told the only way I could keep my services was to agree to pay a higher price for same package which was $40.00 more a month from my written offer. I ask the supervisor to email me the information he was telling me over the phone so that I would have the information in writing. He told me that he had no way of sending an email to me! I ask him to have a representative or service provider to remove their equipment from my home. He told me they would NOT send anyone to remove the equipment, I would have to do it myself. So now I am left with a decision, remove and return equipment myself or pay their extortion fees. In my opinion, this is a clear case of FRAUD and unfair business practices. Be careful if you choose to do business with this company!"
"Rafiqul of Boston, MA",5/31/2015,,"Comcast is terrible. I don't usually do reviews, but this time I feel that the potential Comcast customers should know what they are getting into once they sign up for Comcast services. I have been with Comcast the past 5 years and I never saw the services so bad. I signed up for a triple play with maximum 125 MBPS blast internet speed. That was what I was told in the beginning. Everything went pretty well till this March when things started to go really awry.First the speed came down to about 40-45 MBPS. But I didn't complain much because it was still good enough for browsing. But in April, 2015 I wanted to watch some cricket matches (the world cup) by live streaming. I just could not get my TV stream anything. I complained to customer services, and after about 5 days they did send out a technician. Have you ever had a Comcast technician come and fix the problem for you? They are so bloody arrogant and make you feel so low. Typical attitude: How stupid are you not to be able to figure out the solution for yourself; They do something and tell you everything will be fine from now. And the problem remains and you have no idea what was the issue and what he fixed. They make you feel like they are bestowing a huge honor just by showing up to your door. They are always out of the door in 5 minutes max. So the problem remained and I complained to customers services again. After another week or so they let me know that maybe the problem is with the router. So they said someone will come and replace the router and everything will be fine.The technician came, installed a new router and was out of my place before the router was actually online. Before leaving, he asked me to get an usb cable and other things from Amazon to speed up my services. I had absolutely no idea what he was talking about when I am supposed to have a wireless connection for all devices and I have a small apartment and all devices are close to the router. Finally I decided I have had enough (my internet speed is now down to 15 MBPS) and I cancelled the services from June 4, 2015. I called them o/a May 24 and schedule return of all equipment. I also pay all my outstanding bills. Imagine my consternation I receive a new bill of $122 for services from June 4 to July 3, 2015. I called the customer services again and somehow navigate my way to speak to someone at the payments department. I tell him my problem and he asks me to call cancellation department and resolve this. I request him to send a note to cancellation department or maybe talk to them internally to resolve my problem. He flatly tells me, that's not something they do and it is my responsibility that I resolve it with cancellation department. Ridiculous internal communication and follow up. I guess in order to not be charged with bills for services not received, I shall have to call them again. So sad. Comcast used to be a good company. Next time I will choose a smaller service provider who will attend to my needs and solve my problem. I wish some of us will get together and file a class action suit to hold these Company to better standards. You pay a lot and in return you are treated so bad that it hurts."
"Carl of Chico, CA",5/31/2015,,Comcast has told me that they will review my recorded conversation with their sales rep. I told him NO. But they sent me equipment anyway and upgraded me to a service I did not agree to. The box has never been opened. Four times they promised to call me back with their review findings within two days. Last call I made to them they promised to send someone out to change my service back. No one has ever called to set a time to come out. I have invested several hours in talking with this huckster sleazy communications company that falls to honestly communicate. What they are doing does not seem legal.
"edward of Seattle, WA",5/31/2015,,I am on disability. I get paid once a month and yet they put late charges on my bill. I have told them reported this to the BBB and still I can not get no help. They are taking what money I have to keep it on. All I want is understanding on what I can and cannot do. I can verify my disability. I will report this to media on TV.
"Cid of Colorado Springs, CO",5/31/2015,,Comcast truck number ** Colorado plate ** Worker number ** shows up to connect my neighbor's cable and instead disconnects my internet. NOT only was he extremely rude he also blamed yet another worker for HIS mistake. Now I have no internet and have to wait for yet another idiot to fix their mistake. Service with a sneer. Now I am paying for internet I don't get!
"tom of Colonial Beach, VA",5/31/2015,,"Called them to get service. Quoted a price for 3 TV's and free install. 4 hours to hook up. Only needed two TV's. 1st monthâ€™s bill charged install. Called 3+ hours and they reversed that. 2nd monthâ€™s bill was 20 more than the quoted price. Called 3+ hours and they inform me I have two boxes which costs an extra $20. Was told â€œ3 TV's for the said price but if you charge more please remove anything extra and send someone to come get it thank you."" They agreed and that 2nd box stopped working before I hung up the phone and I unhooked it and put it on the porch for them to pick up.3rd bill came with a letter still charging me for the box that does not work and they never came and picked up and another letter saying my bill was going to go up $20.20 next month. Called them up. They reversed a 9.00 charge but said because I still had the box I need to pay the monthly rental. FOR A BOX THEY TURNED OFF AND AGREED TO PICK UP! I cancelled this headache right then and there and supposedly they are picking up the equipment as I'm not driving anywhere for this junk they brought to my house. They delivered it and they can pick it up especially since nothing I was told was ever true. My TV turned off while I was on the phone and all their junk is sitting on my front porch since the night before their scheduled pick up. I'm sure they will try to charge me for this as well."
"Erin of Quincy, MA",5/31/2015,,"DO NOT SUBSCRIBE TO COMCAST. Due to the virtual monopoly that Comcast holds over the Greater Boston area I had no choice but to use this company. They are HORRIBLE! I just finished my 5th, that's right, 5th call with Comcast this month to dispute my bill. Originally, I called because a bundle deal I had apparently expired, even though when I initially signed up for the bundle I was told there would be no expiration on the rates. I called and explained the situation and was told that there had been a mistake and rates had gone up. I was then forced into signing up for a bundle again (or so I thought) because I was told that it was the cheapest rate. Since that first call three weeks ago, my bill has risen by almost 40$. Each time I call, I then go look at my account and Comcast has added more fees on instead of reducing them as I was guaranteed they would. I have basic cable and high-speed internet and my current bill is MORE than what I used to pay with full cable and Internet!!! I called again today and was told that the bundle I was offered was non-existent! Apparently there was a technical error on their computer system yet I am being held responsible for this bill. Comcast never bothered to notify me this deal was unobtainable nor did they offer any insight into how to rectify the problem. All I was told, by a senior supervisor, was that I had to pay the bill and it would be rectified next month. I told the supervisor I was moving out of the state and would be canceling Comcast this month so there would be no future bills. Supervisor essentially told me ""tough luck"" and then became defensive when I said I felt manipulated by this company. I told the supervisor that I wanted to cancel everything right then and there, but apparently that's too much for Comcast to handle. Agents can't rectify cancellation issues and I was told I have to call another division, no contact information, no helpful tips, nothing. This is the WORST company I have ever dealt with and their service is something comparable to toxic sewage. In fact, I am going to make it my personal mission to help everyone I know and encounter to also become disillusioned with this horrendous business model. I will be sure to post reviews of this nature on every site that I can and I will never, ever use this company again. I would rather be mauled by a pack of wolves than give Comcast my business and you should be aware that if you use this company you will be ROBBED!!! If there was a choice more emphatic than angry, like ""volcanic eruption of rage"" I would have chosen that. Angry is the biggest understatement of the century. Get it together Comcast. Oh wait you can't, because your very foundations are the definition of vile and evil."
"James of Chicago, IL",5/31/2015,,"WARNING: COMCAST BUSINESS and COMCAST RESIDENTIAL are similar to discussions with the U.S. and Afghanistan. Different languages, different leaders, different goals and expectations. I live in a high rise building. My office was on the 2nd floor and my residence on the 66th floor. The building recently converted to Comcast and the nightmare began. Currently Comcast -called me- to upgrade my service to X1. I informed them that this is an older building but Comcast just re-wired it.Numerous phone calls, emails, and promises resulted in my phone lines being disconnected and no new service. Business customer service at Comcast stops at 5PM Friday and restarts at 6AM on Monday. My lines went dead at 4:30 PM CST on a Friday. My good fortune was to reach someone, after an 18 minute hold, and request reinstatement of the phone service. It took over 2 hours.I have been in constant contact with the office of Tom Karinshak. ""We value your feedback. Please know that we are actively investigating your concern. A representative from Tom Karinshak's office will contact you within one business day."" This is the auto responder. Since that time I have a dozen reps that offer assistance but have delivered nothing. I have, to date, 152 responses.On Tuesday, May 26 a rep from Comcast came to my residence. He informed me that X1 would not work in this unit. He called Comcast and informed them of the situation. I personally talked to Comcast Executive Office in Oakbrook and we all agreed to stop the installation order paperwork and leave ALL services alone. Today, May 31 all my phones are disconnected. Because it is Sunday I can't get them turned back on till Monday. This is the second time in one month that Comcast Business and Comcast Residential can't communicate. With over 23 hours of my personal time, dozens of reps, hundreds of emails, not one person has offered any compensation or adjustments. No one person took total ownership of the responsibilities to resolve these issues. No one person has been able to bridge the gap between Comcast Business and Comcast Residential.Bottom line it has been over a year since Comcast took over the building. My total bills are in excess of $350 per month for internet, phone, and cable services. I am so frustrated and angry I have listed my home for sale. I have lived here since 1985 and the continual escalation of the 'lifeline' of communication leaves me with no other choice. AT&T does not want to service analog phone lines. AT&T and DIRECTV are not choices in a building controlled by Comcast wiring, etc. Comcast, in my opinion ranks as one of the worst customer concentric organizations I have experienced in my life.If you have a choice between providers Comcast should be your last alternative. Here's the response from the business rep that asked me to call him back on Monday, May 18. ""Sorry I cannot call you, I am on inbound calls today. The number 8553366983 is the correct number if you're moving business to business and setting up services. But if it's residential to business, you'll need to get a hold of the residential side to find out their number to cancel any further porting on the telephone end."" I am spending too much of my time on this matter. This is total disregard for me as a customer."
"shannon of Mt Pleasant, SC",5/31/2015,,"Basically, my phone was hacked. They were calling me and harassing me to upgrade my service which was bogus. It wasn't Comcast, it was some outside hired help from another country. My monthly payments went way high after a year.. so I am trying to break it off but they are making it impossible. The only acknowledgement I get now is because they want money. Extremely diabolic company!"
"Mukesh of Jersey City, NJ",6/1/2015,,"Having slow internet connections since last few days, have results from speedtest. Called Comcast rep to discuss about this. There was no resolution. Calls got disconnected multiple times. Seems like Comcast reps do not want to work on solving connrctivity issues."
"Larry of Dunwoody, GA",6/1/2015,,"I tried Comcast under the 30 day free trial. The service did work well! But for other reasons I cancelled the account within the 30 day period. Their technician came out to take back the equipment - so far so good. But they kept billing me, and now have turned the 'free, no obligation, nothing owed' bill over to a collection agency. I have had no less than 3 people at Comcast who all assured me that they can and will fix this problem, but I continue to get calls. The collection agency tells me that I owe Comcast money, Comcast tells me I don't owe anything. It just shouldn't be this hard. They obviously still do not care about customer service - how hard can it be to fix this problem???"
"Cheryll of Memphis , TN",6/1/2015,,"I had an inferior install by TriWire after a 3 day delay. Had to get occupant in house behind me to unlock his gate. Agent refused to leave a Comcast door request and forced me to knock on this strangers door multiple times before I reached him. The TriWire agent left my cables on the ground for me to fall over, expecting me to pay $300 to bury the cable. TriWire also hand tightened the cables in my attic by hand leaving me with poor signal to tv and bad internet connections. Did not place phone line to modem so almost a month later when my phone was ported, I got no service at all. My 79 year old Mother had no phone while I was hospitalized. Increased anxiety caused me increased PAIN. Infinity did finally REINSTALL my cables properly several days and many phone calls later. Also quoted wrong package price. Told agents I do not like missing feature of pause and rewind. Told that even though first DVR is $7.99 extra box is extra $20 per MONTH. I paid $6 extra for DVR with DirecTv. Ludicrous!!! Have had to have multiple box resets because the picture goes out or gets hung on screen. Calling in for help is a nightmare - I have been hung up on 3 times after lengthy hold times. My box says I rented something I've never even HEARD of today. No battery backup in phone. I could go on for hours about the poor customer service in getting my phone ported over, and in general. I would not at this time recommend your service to my worst enemy... I don't have any enemies except Comcast!"
"Richard of Micklton, NJ",6/1/2015,,"My bill come for the next billing cycle and has risen $18.28. I had the X-1 platform installed about 8 months ago. The salesman quoted $181.81 for bundle plus services for two years promotion package. I think their rates are high, but OK. I've been paying that amount over the months. Now this month's bill is more with no explanation. I call Comcast for reason and they tell me my account was audited and I was incorrectly billed for extra boxes in my kids' rooms. To bring it back down they would send a service tech to replace the boxes with cheaper boxes. Now I'm in business, If I make a mistake I have to learn to live with it. It's very poor customer relations to send customers increased bill for their error. None of the customer service reps would do anything about it. I don't think it is unreasonable for them to make correct the bill to the original amount. For me it was very important, for them it would have been a small but appreciated gesture. Very poor business customer relationship. I'm disgusted! I have Verizon Fios at work for a reason."
"Dave of Lambertville, NJ",6/2/2015,,"My daughter had an appointment with a Comcast for an install on Friday May 29th. The tech showed up was incompetent and said that someone would be out Monday to fix the problem. The tech showed up Monday called the wrong phone number when he arrived BUT was given the correct number to call. HE DIDN'T BOTHER TO CALL THAT NUMBER HE JUST LEFT. When she called Comcast they said someone would be there Friday a whole week after it was supposed to be done. After 6 hours on the phone with this poor excuse for a company speaking to at least 8 different minions, she was promised someone would be there the next day (Tuesday) at 3 pm. 3 pm came and went. Again she called they told her someone be there Monday the 8th of June. What happened to 3 pm or even Friday. Again several phone calls to Comcast with no resolution. All they could say is ""we are sorry for the inconvenience."" Nothing about fixing the problem. This is the poorest excuse for a company I've ever seen. When is someone going to do something about this! My daughter is studying for the CPA exam and has no internet service to use."
"sharon of North Charleston, SC",6/2/2015,,"I have been a Comcast customer over 20 years and satisfied with the service. 2 months ago I started having problems with my internet and home service. Television was never interrupted. I was told since I live close to RR tracks, the signal could interfere with my service. I was also told same story about the Air Force base. Once that lie was disproven, I was told to move my modem to an outlet that only modem would use as modem was not getting enough power. Still getting kicked off internet and no phone service. The next day I replaced the modem @ Comcast and all the power lines and cable they supplied. Still getting kicked off internet and no phone service. @ the request of Comcast I replaced the splitter at my expense. I finally get fixed (I hope) then asked for a credit and was told I was lying, that I never called about this problem. Demanded to speak to someone else about getting a credit and was told this would not fix the problem! I agreed it would not fix the problem but make me feel better about paying for a service I could not use. I finally hung up. I will call everyday and ask for credit ."
"charles of West Memphis, AR",6/2/2015,,"So, after having gone over Comcast's measly 300Gb data cap for a full year, I call up to cancel. I'm transferred to customer retention, where I explain my problem. Which is: I signed up for unlimited Internet. You changed the unlimited to limited because you don't like people streaming Netflix or downloading video games or you know, any of the 1000s of reasons people have for using the Internet. This wonderful customer retention specialist tells me he can give me a 500gb data cap and free HBO for a year. Wow. And just the month before I called to see about getting a higher package but was told that 300gb is the highest limit for residential customers. Whatever. Maybe they changed their mind. I took it. First month after that, no problems. Second month, my bill comes in and sure enough, I'm being charged for data overages. Called up Comcast again. 45 minute wait time. Just to be told that I was never signed up for any 500gb data cap plan, that the month where I wasn't charged for overages was a month where they had given me a ""pass""...one of three months allotted for customers who go over their data allotment. I've been going over my data plan for two years straight. I used those three months up the first three months they began instituting data caps. Liars. That's all these people do. Say something to get you off the phone and let someone else deal with you later. From now on, I'll record every call I have with these thieving liars and I urge everyone else to do the same. And when you catch them, post it where people can see."
"D. of Pekin, IL",6/2/2015,,Horrible company. I was lied to by Customer Service Reps and my bill keeps changing in price. Tried to cancel service & was put on hold by a Rep and they never picked the call back up. Waited 3 hours on hold before I gave in & hung up.
"Fern of Seaside, CA",6/2/2015,,"I signed up for the Xfinity Triple play a year ago. When my one year contract was up my bill went from $128.00 to $178.00. I called Customer Service and said I wanted to cancel the TV and phone and keep the same Internet service as we presently have. I was told that it would be $89.00 for just the Internet. I said I couldn't believe it was that much since I was canceling two services, TV and phone. The CS rep was very blase and said that was the fee and one only got the deal with the Triple Play. I said I looked online and Comcast was offering the same Internet service for $59.00 per month plus tax. I was told that this was for new customers only. I asked if there were any deals/promotions for existing customers. I was told ""no"" that there weren't any but I should check from time to time.Of course, Comcast will never give a deal to existing customer as it seems they are only interested in snagging new customers with the Triple Play deal. I ended up canceling TV and phone and keeping the Internet as I don't want to go with another company and get a deal for a year and then be jacked up to a much higher rate. By the way, I have had the same experience with AT&T; so they are all the same. They care nothing about existing customers."
"Judith of Miami, FL",6/2/2015,,Our employee works from home 3 days out of the week. We provide the internet. Saturday her internet service was shut off. There was a Comcast tech outside and he accused her of stealing internet. He said she had to take it up with Comcast that he was there to connect her new neighbors internet and saw she was stealing from them. He made no sense when he was there to connect them but she was stealing from them. She called and they said they would send someone. It's now Tuesday and still nobody has come.
"Josh of West Valley City, UT",6/3/2015,,Comcast is the worst company I have had the opportunity to deal with. I have called to disconnect my account with them several times over the past few months and still charged me for services I didn't use. I have had dishNET since December but Comcast charged me until February! It's Crap and that company should be brought down for fraud!
"tap of Kennesaw, GA",6/3/2015,,Wish I could give a negative star for the customer service representative....the way he respond.
"Luis of Dania Beach, FL",6/3/2015,,"I called this morning at 9am with a request to have a technician come out to fix our telephone lines. Our phones are dead. I was told that a service tech would be out by 530pm. Well a tech showed up at 3:45pm but he was here to fix our internet. We never called about a problem with internet. So, the tech informs us that he does not have the parts to fix our phone system (he needed a modem). The tech says no worries, someone will be out soon. I meant that to mean today. Wouldn't you? Not feeling very confident I called in again and your customer service department has our issue closed!! Fixed!! Really? Now I am being told that I will have to wait another day for service. What I am really angry about is the tech telling me someone would be here soon when he knew that they really weren't coming at all."
"Janette of Colorado Springs, CO",6/3/2015,,"Comcast/Xfinity technicians were doing some maintenance in our area thenâ€¦ While they were doing that our connections got cut-off. So my husband then called for help at Comcast/Xfinity customer service. So we did not have connections for 24 hours coz the repair was scheduled the next day. So the next day they repaired the lines. They found out that our line got cut-off from the box (the technicians who were doing some maintenance in the area made a mistake by cutting-off our wire connections from the box). The SAD part is they charged us $74.55 for Residential Trouble call. They charged US for THEIR MISTAKE? So I did online chat w/ their customer service agent. The result is good but not FAIR. They already charged my bank account for that $74.55 and when I asked if they could returned that amount immediately in my account, the agent said ""NO""... It's gonna be deducted on my next billing. So I have to wait for another month just get back my $74.55."
